Codi,Institució,Latitude,Longitude,Web,Ciutat,País,Continent o Zona (CALCULAT),Estudis Mobilitat,"Mobilitat 
estudiants","Mobilitat 
docent","Col. acadèmica 
o institucional","Estudis 
conjunts",Xarxes,Factsheet,Curs d'actualització Factsheet,Estudis insti,Video promocional,,,,,,,,,,,,,,,
,Higher School of Economics - St. Petersburg,59.9800492,30.3272148,https://spb.hse.ru/en/,St. Petersburg,Rússia,Europa,"Ciències Econòmiques i Empresarials
",FALSE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121223257/HSE+Saint-Petersburg+Fact+Sheet+2018%E2%80%932019.pdf/93e1627e-2a98-47af-ce70-a8161fe46fe0,2025-26,Facultat de Ciències Economiques i Empresarials; Ciències Polítiques i de l'Administració; Humanitats,,,,,,,,,,,,,,,,
,ITMO University,59.957331,30.3082686,http://en.ifmo.ru/,St. Petersburg,Rússia,Europa,Enginyeries,FALSE,TRUE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121223257/Information+Sheet+2017+ITMO.pdf/7849d78c-0ae0-10ec-ef63-f3e93cfae633,2022-23,Enginyeries,,,,,,,,,,,,,,,,
,Kazan National Research Technological University,55.7969046,49.1142202,"http://www.knrtu.ru/news.jsp
",Kazan,Rússia,Europa,Tots els estudis,FALSE,FALSE,TRUE,FALSE,Alianza A4U,,,"
",,,,,,,,,,,,,,,,
,Moscow Lomonosov State University,55.7039349,37.5286696,"http://www.msu.ru/en/
",Moscow,Rússia,Europa,Tots els estudis,FALSE,FALSE,TRUE,FALSE,Alianza A4U,,,,,,,,,,,,,,,,,,,
,Moscow State Law Academy,55.7620563,37.5859722,http://en.ukc-sputnik.ru/msla,Moscow,Rússia,Europa,Tots els estudis,FALSE,FALSE,TRUE,FALSE,Alianza A4U,,,,,,,,,,,,,,,,,,,
,New Economic School,55.6982723,37.3944231,http://www.nes.ru/en/home/,Moscow,Rússia,Europa,Economia,FALSE,FALSE,TRUE,TRUE,Alianza A4U,https://www.upf.edu/documents/105229234/121223257/New+Economic+School/d80ea4b0-35e2-a42e-60bb-6d0335f5c011,2021-22,"
",,,,,,,,,,,,,,,,
,North-West Academy of Public Administration,59.9756125,30.300939,"http://www.szags.ru/index.phtml?id_page=673
",St. Petersburg,Rússia,Europa,Tots els estudis,FALSE,FALSE,TRUE,TRUE,Alianza A4U,,,,,,,,,,,,,,,,,,,
,Russian University for the Humanities,55.7769758,37.5954305,"http://rggu.com/
",Moscow,Rússia,Europa,Tots els estudis,FALSE,FALSE,FALSE,FALSE,Alianza A4U,,,,,,,,,,,,,,,,,,,
,State Academic University of the Humanities,55.7326834,37.6090248,https://gaugn.ru/en-us/,Moscú,Rússia,Europa,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
,University of Ziguinchor,12.548157,-16.2867853,http://www.univ-zig.sn/,Ziguinchor,Senegal,Àfrica i Orient Mitjà,Traducció i Interpretació,FALSE,FALSE,TRUE,FALSE,,,,"Traducció i Interpretació
",,,,,,,,,,,,,,,,
,University of Novi Sad,45.2473432,19.8538595,http://www.uns.ac.rs/en/,Novi Sad,Sèrbia,Europa,Traducció i Interpretació,FALSE,FALSE,TRUE,FALSE,,https://www.upf.edu/documents/105229234/145295697/University+of+Novi+Sad/2b1251b3-e2a4-8e92-6e5b-d711b0ff0fde,2018-19,"Traducció i Interpretació
",,,,,,,,,,,,,,,,
SGP999_REVISAR_1,Singapore Management University,1.2962727,103.8501578,https://inet.smu.edu.sg/sites/courses/Pages/default.aspx,Singapore,Singapur,Àsia-Pacífic,"Ciències Econòmiques i Empresarials; Dret; Dret-Eco/Ade; Criminologia
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121191379/Singapore+Management+University.pdf/d1955e8e-997d-9d57-f57b-e92ce7dd2481?t=1682410614211,2026-27,"Ciències Econòmiques i Empresarials; Criminologia i Dret
",https://www.youtube.com/watch?v=pRdvwDUFEw0&list=TLGGOb6sZ8ys3oYyMjA5MjAyMQ,,,,,,,,,,,,,,,
SGP999_REVISAR_2,Yale-Nus College,1.3067539,103.7719708,https://www.yale-nus.edu.sg/,Singapore,Singapur,Àsia-Pacífic,Global Studies,FALSE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121191379/Yale-NUS-Fact-Sheet.pdf/f1771665-7361-4ec5-33b4-cd6f58a6b5b1,2022-23,Global Studies,,,,,,,,,,,,,,,,
,Stellenbosch University,-33.9328078,18.864447,,Stellenbosch,Sud-Àfrica,Àfrica i Orient Mitjà,,FALSE,FALSE,TRUE,FALSE,Alianza A4U,,,-,,,,,,,,,,,,,,,,
,University of Pretoria,-25.7545492,28.2314476,,Pretoria,Sud-Àfrica,Àfrica i Orient Mitjà,,FALSE,FALSE,TRUE,FALSE,Alianza A4U,,,-,,,,,,,,,,,,,,,,
S GOTEBOR01,Göteborgs Universitet,57.6981747,11.9696893,https://www.gu.se/,Göteborg,Suècia,Europa,Biologia Humana,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121186530/G%C3%B6teborgs+Universitet_2021.pdf/cadd40fb-37f1-c9c5-533e-8138aa8322c2?t=1695126173872,"2026-27 (diverses factsheets, consulteu la que us correspongui)",Biologia Humana,,,,,,,,,,,,,,,,
S KARLSTA01,Karlstads Universitet,59.406399,13.582588,http://www.kau.se/en/,Karlstad,Suècia,Europa,"Enginyeries; Informàtica
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121186530/Karlstad+University.pdf/a5510a59-5f5a-4939-cadd-957f9c0ce903?t=1681724479237,2026-27,"Enginyeries
",,,,,,,,,,,,,,,,
S LINKOPI01,Linköpings Universitet,58.3978364,15.5760072,http://www.liu.se,Linköping,Suècia,Europa,"Biologia; Ciències Econòmiques i Empresarials; Medicina
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121186530/Link%C3%B6pings+Universitet.pdf/345fed1d-7290-c9e9-304b-7967948ba6db?t=1681299409947,2026-27,"Biologia Humana; Ciències Econòmiques i Empresarials i Medicina
",,04.03.2025 No sé veure la factsheet al web,,,,,,,,,,,,,,
S VAXJO03,LINNÉUNIVERSITETET (Linnaeus University),56.8544846,14.8300257,https://lnu.se/en/education/exchange-studies/,Växjö,Suècia,Europa,"Ciències Econòmiques i Empresarials; Periodisme
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121186530/Linnaeus+University.pdf/df94fa27-b7e4-8035-46c8-7db8d77542a1?t=1681291984472,2026-27,"Ciències Econòmiques i Empresarials i Periodisme
",,,,,,,,,,,,,,,,
S LUND01,Lunds Universitet,55.7119483,13.203493,http://www.lunduniversity.lu.se/,Lund,Suècia,Europa,Dret,TRUE,FALSE,FALSE,FALSE,,https://www.law.lu.se/study/exchange-studies/fact-sheet,2025-26,Dret,,,,,,,,,,,,,,,,
S HUDDING01,Södertörns Högskola,59.2193685,17.9434031,http://www.sh.se,Huddinge,Suècia,Europa,Ciències Polítiques i Socials; Grau FPE,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121186530/Sodertorn+University.pdf/ab3c28c7-c3d6-7060-9d22-63a80b6417d4?t=1679574134244,2025-26,"Ciències Polítiques
",https://www.youtube.com/watch?v=nNyzkYSXF5A,,,,,,,,,,,,,,,
S SKOVDE01,Skövde University,58.3941248,13.8534906,http://www.his.se/english/,Skövde,Suècia,Europa,Enginyeries DTIC Màster,TRUE,FALSE,FALSE,FALSE,,https://www.his.se/en/education/admission/exchange-student/fact-sheet/,2025-26,Enginyeries,https://youtu.be/lXAiCxV5sXw,,,,,,,,,,,,,,,
,Graduate Institute of International and Development Studies,46.2206733,6.1436272,http://graduateinstitute.ch/corporate/page21_en.html,Ginebra,Suïssa,Europa,,FALSE,FALSE,TRUE,FALSE,Associación Europaeum,,,Ciències Socials,,,,,,,,,,,,,,,,
CH LUGAN01,Università della Svizzera Italiana,46.010737,8.958109,http://www.usi.ch,Lugano,Suïssa,Europa,"Ciències Econòmiques i Empresarials
",FALSE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121178987/Universit%C3%A0+della+Svizzera+Italiana.pdf/0c66bfe6-d861-74ec-6a70-72fe8c6342ef?t=1681722713474,2024-25,"Ciències Econòmiques i Empresarials
",,,,,,,,,,,,,,,,
CH BASEL01,Universität Basel,47.5602535,7.5826,http://www.unibas.ch,Basel,Suïssa,Europa,"Ciències Econòmiques i Empresarials; Traducció i Interpretació
",FALSE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121178987/Universit%C3%A4t+Basel.pdf/90c95524-3467-0f28-0c8f-a0ee7e836ce9,2024-25,"Ciències Econòmiques i Empresarials i Traducció i Interpretació
",,,,,,,,,,,,,,,,
CH ST-GALL07,Universität St. Gallen,47.4321575,9.3755673,http://www.isp.unisg.ch,Saint Gallen,Suïssa,Europa,"Economia; Ciències Empresarials-Management; Administració i Direcció d'Empreses; 
International Business Economics",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121178987/University+of+St.+Gallen_2021.pdf/1af4b087-2ee4-3c17-2d99-1dbe8792e934?t=1681222756263,2026-27,"Economia, Direcció i Administració d'Empreses",,,,,,,,,,,,,,,,
CH ZURICH01,Universität Zürich,47.3743221,8.5509812,http://www.uzh.ch,Zürich,Suïssa,Europa,"Ciències Econòmiques i Empresarials; Ciències Polítiques (incloent Grau FPE)
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121178987/Universit%C3%A4t+Z%C3%BCrich.pdf/cb42e2bb-f29c-e7fb-58da-a132b79a9bb8?t=1681222856204,2026-27,"Ciències Econòmiques i Empresarials i Ciències Polítiques
",https://www.youtube.com/watch?v=_kFexLYRGrA,,,,,,,,,,,,,,,
CH GENEVE01,Université de Genève,46.199444,6.1451157,http://www.unige.ch,Geneve,Suïssa,Europa,"Dret; Dret-Eco/Ade; Traducció i Interpretació; Llengües Aplicades; Grau en Global Studies
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121178987/Universit%C3%A9+de+Gen%C3%A8ve.pdf/218bb5ff-5cca-c133-1528-5f3fd9bd818e?t=1678709376284,2026-27,"Dret; Dret-Eco/Ade, Traducció i Interpretació; Llengües Aplicades; Grau en Global Studies
",,,,,,,,,,,,,,,,
CH LAUSANN01,Université de Lausanne,46.5210895,6.5801606,http://www.unil.ch,Lausanne,Suïssa,Europa,"Ciències Econòmiques i Empresarials; Ciències Polítiques (inclou el Grau en PFE)
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121178987/Universit%C3%A9+de+Lausanne.pdf/8617d27f-be9a-0254-23ba-37b5f8fb625b?t=1681380181667,2026-27,"Ciències Econòmiques i Empresarials i Ciències Polítiques
",,,,,,,,,,,,,,,,
CH FRIBOU01,Université de Fribourg,46.806357,7.152006,http://www.unifr.ch,Fribourg,Suïssa,Europa,Dret i Relacions Laborals,TRUE,TRUE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121178987/Universit%C3%A9+de+Fribourg.pdf/023d88c7-d9fc-c3e9-41d8-c9d21b294adf?t=1681733555509,2026-27,"Dret
",https://tube.switch.ch/videos/a0e49c0c,,,,,,,,,,,,,,,
CH BRUGG02,Fachhochschule Nordwestschweiz,47.48189,8.14144,https://www.fhnw.ch/en/startseite,Windisch,Suïssa,Europa,Biologia Humana,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121178987/University+of+Applied+Sciences+and+Arts+-+Northwestern+Switzerland/e7250292-898d-059d-0e84-926d4050d99a,2025-26,Biologia Humana,https://youtu.be/qwuA4PPGu_w,,,,,,,,,,,,,,,
THA999_REVISAR_1,Chulalongkorn University,13.7402393,100.0240197,http://www.econ.chula.ac.th,Bangkok,Tailàndia,Àsia-Pacífic,"Ciències Econòmiques i Empresarials; Grau en Global Studies
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121177512/Chulalongkorn+University_2021.pdf/283d95a3-b190-8c7c-f287-6575ff5224a9?t=1682666502733,2026-27,"Ciències Econòmiques i Empresarials
",,,,,,,,,,,,,,,,
,National Sun Yat-sen University,22.628388,120.264737,http://www.sysu.edu.cn/2012/en/index.htm,Kaohsiung,Taiwan,Àsia-Pacífic,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
TWN999_REVISAR_1,National Taiwan University,25.0173405,121.5397518,http://www.ntu.edu.tw/english/,Taipei City,Taiwan,Àsia-Pacífic,Dret; Biologia Humana; Ciències Econòmiques i Empresarials; Traducció i Interpretació; Humanitats; Ciències Polítiques i Socials; ESUP,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121176675/National+Taiwan+University.pdf/c4ca2cb1-9513-a000-757a-5449593ff5d0?t=1679581622966,2026-27,"Dret; Biologia Humana; Ciències Econòmiques i Empresarials; Traducció i Interpretació, Humanitats; Ciències Polítiques i Socials; ESUP",,,,,,,,,,,,,,,,
TWNTAIPEI04,National Taiwan University of Science and Technology,25.0134269,121.5420342,http://www-e.ntust.edu.tw/home.php,Taipei City,Taiwan,Àsia-Pacífic,Ciències Econòmiques i Empresarials; ESUP,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121176675/Taiwan+Tech.pdf/ce9baf30-fb08-e857-e126-3d6ad0e11307,2025-26,Ciències Econòmiques i Empresarials i ESUP,,,,,,,,,,,,,,,,
,Université de la Manouba,36.8157035,10.0616942,http://www.uma.rnu.tn/index.php?code=5,Túnez,Tunísia,Àfrica i Orient Mitjà,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
,Université de Monastir,35.763326,10.829131,http://www.um.rnu.tn/home/en/accueil.html,Monastir,Tunísia,Àfrica i Orient Mitjà,Tots els graus,FALSE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/160402721/Monastir+17-18.pdf/614197ee-42bb-a107-dbb6-a8c82a08c226,2017-18,Tots els graus,,,,,,,,,,,,,,,,
TR ISTANBU11,Istanbul Bilgi University,41.0677951,28.9470115,http://www.bilgi.edu.tr,Dolapere Istanbul,Turquia,Àfrica i Orient Mitjà,Dret; Dret-Eco/Ade; Relacions Laborals; Global Studies,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121174407/Istanbul+Bilgi+University.pdf/073c4e20-75c7-75ff-0b64-2ba4d4f3b7a6?t=1681288056830,2025-26,Dret; Dret-Eco/Ade; Relacions Laborals; Global Studies,,,,,,,,,,,,,,,,
TR ISTANBU03,Istanbul University,41.0392096,28.961838,https://www.istanbul.edu.tr/en/_,Istanbul,Turquia,Àfrica i Orient Mitjà,Dret,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121174407/Istanbul+University/9d68e178-f200-c047-ff6a-6c86d703e04e,2025-26,"Dret
",,,,,,,,,,,,,,,,
,Sabanci University,40.8900895,29.3747953,http://www.sabanciuniv.edu/en,Istanbul,Turquia,Àfrica i Orient Mitjà,,FALSE,FALSE,FALSE,FALSE,Alianza A4U,,,-,,,,,,,,,,,,,,,,
URUMONTEVI04,Universidad ORT Uruguay,-34.9038429,-56.1905816,http://www.ort.edu.uy/,Montevideo,Uruguai,Amèrica Llatina,"Comunicació Audiovisual; Periodisme; Publicitat i Relacions Públiques
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121172315/Universidad+ORT+Uruguai.pdf/481e3e1f-ca5a-cdb7-8cf0-ca8d6f390e23?t=1682063613712,2025-26,"Comunicació Audiovisual; Periodisme i Publicitat i Relacions Públiques
",,,,,,,,,,,,,,,,
,Universidad República Oriental del Uruguai,-34.9010589,-56.1733382,http://www.universidad.edu.uy/,Montevideo,Uruguai,Amèrica Llatina,Biologia Humana; Ciències Econòmiques i Empresarials; Lingüística Aplicada (IULA),FALSE,FALSE,TRUE,FALSE,,,,"Biologia Humana; Ciències Econòmiques i Empresarials i Lingüística Aplicada (IULA)
",,,,,,,,,,,,,,,,
,Universidad de los Andes,4.6014864,-74.0663881,http://www.ula.ve/,Mérida,Veneçuela,Amèrica Llatina,Lingüística Aplicada (IULA),FALSE,TRUE,FALSE,FALSE,,,,"Lingüística Aplicada (IULA)
",,,,,,,,,,,,,,,,
CHISANTIAGOCH08,Pontificia Universidad Católica de Chile,-33.4419156,-70.6400335,http://www.uc.cl,Santiago de Xile,Xile,Amèrica Llatina,Tots els estudis excepte Comunicació; Traducció i Interpretació; Medicina,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121140903/Pontificia+Universidad+Cat%C3%B3lica+de+Chile.pdf/9bba26e6-3e86-d75e-5998-6a3fe29a3f5e,2026,"Tots els estudis excepte de la Facultat de Comunicació i Medicina
",https://relacionesinternacionales.uc.cl/alumnos-internacionales/programas-de-intercambio-y-movilidad/testimonios-alumnos-de-intercambio,,,,,,,,,,,,,,,
,Pontificia Universidad Católica de Valparaíso,-33.044407,-71.605872,http://www.ucv.cl/,Valparaíso,Xile,Amèrica Llatina,Traducció i Interpretació,FALSE,FALSE,TRUE,FALSE,,,,"Traducció i Interpretació
",,,,,,,,,,,,,,,,
CHIVIÑADEL03,Universidad Adolfo Ibáñez,-33.4884091,-70.518318,http://www.uai.cl/,Viña del Mar,Xile,Amèrica Llatina,Dret; Dret-Eco/Ade i Relacions Laborals,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121140903/Universidad+Adolfo+Ib%C3%A1%C3%B1ez.pdf/bee8b590-f5d1-9687-7a5e-0328b6c8b894?t=1682318853689,2025-26,Dret,,,,,,,,,,,,,,,,
CHICONCEPC03,Universidad de San Sebastián,,,,,Xile,Amèrica Llatina,,FALSE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121140903/Universidad+de+San+Sebasti%C3%A1n.pdf/1725c263-e6c9-5f01-7878-a362af6adcfc?t=1751024764933,2025-26,,,,,,,,,,,,,,,,,
,Universidad de Chile,-33.4445204,-70.6509277,http://www.uchile.cl/,Santiago de Xile,Xile,Amèrica Llatina,,FALSE,TRUE,FALSE,FALSE,,,,Biologia,,,,,,,,,,,,,,,,
CHISANTIAGOCH19,Universidad Finis Terrae,-33.4367023,-70.6083857,http://www.finisterrae.cl/,Santiago de Xile,Xile,Amèrica Llatina,Medicina,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121140903/FinisTerrae.pdf/2955a462-cabb-8def-9840-bd726bf2f976,2026,Ciències de la Salut i de la Vida,,,,,,,,,,,,,,,,
PERLIMA12,Universidad del Pacífico,-12.0837969,-77.048806,http://www.upacifico.cl/,Santiago,Xile,Amèrica Llatina,Publicitat i Relacions Públiques,FALSE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121140903/Universidad+del+Pacifico.pdf/0d1862ca-8e3b-47fc-e42b-881e7c95f784,2025-26,Publicitat i Relacions Públiques,,,,,,,,,,,,,,,,
CHISANTIAGOCH11,Universidad Diego Portales,-33.4498654,-70.6616465,http://www.udp.cl,Santiago de Xile,Xile,Amèrica Llatina,"Ciències Econòmiques i Empresarials; Periodisme; Dret; Relacions Laborals; Medicina; Publicitat i Relacions Públiques
",TRUE,FALSE,TRUE,FALSE,,https://www.upf.edu/documents/105229234/121140903/Universidad+Diego+Portales.pdf/2a9f2c77-e77e-1138-6fbf-8c897067e2cc?t=1682063893880,2025-26,"Ciències Econòmiques i Empresarials; Dret; Medicina; Periodisme
",,,,,,,,,,,,,,,,
CHISANTIAGOCH01,Universidad de Santiago de Chile,-33.4419156,-70.6400335,www.usach.cl,Santiago,Xile,Amèrica Llatina,Humanitats,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121140903/Universidad+Santiago+de+Chile/b14b27f1-b294-a7a1-8e1b-7130aceff74c,2024-25,,,,,,,,,,,,,,,,,
CHN999_REVISAR_1,Beijing Normal University,39.9619537,116.3662615,http://english.bnu.edu.cn/,Beijing,Xina,Àsia-Pacífic,Ciències Econòmiques i Empresarials,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121124620/Beijing+Normal+University.pdf/94451099-6ad8-4687-667a-874698e9ae9d,2025-26,Ciències econòmiques i empresarials,,,,,,,,,,,,,,,,
CHNBEIJING03,Beijing University of Foreign Studies,39.955302,116.307359,http://lb.bfsu.edu.cn/en/,Beijing,Xina,Àsia-Pacífic,"Humanitats (inclou Global Studies; FPE); Màster en Estudis Xinesos
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121124620/BEIJING+FOREIGN+STUDIES+UNIVERSITY.pdf/69123aed-507f-f99c-db6c-c80fac830419?t=1680172291627,2026-27,"Humanitats; Estudis Xinesos
",,,,,,,,,,,,,,,,
CHN999_REVISAR_2,China University of Political Science and Law,39.965789,116.351772,http://www.lawschoolchina.com/,Beijing,Xina,Àsia-Pacífic,Dret; Humanitats; Global Studies,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121124620/China+University+of+Political+Science+and+Law.pdf/9e92e253-c473-0e19-c0e1-fadeca97942a?t=1683635895780,2025-26,Dret; Humanitats; Global Studies,,,,,,,,,,,,,,,,
CHNHONGKO01,The Chinese University of Hong Kong,22.4195827,114.2067604,http://www.cuhk.edu.hk,Hong Kong,Xina,Àsia-Pacífic,"Humanitats (inclou Global Studies, FPE); Màster en Estudis Xinesos
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121124620/The+Chinese+University+of+Hong+Kong.pdf/26da137d-d8b0-dbb5-3b8d-6ccac5a1f43a?t=1740991199256,2026-27,"Ciències Econòmiques i Empresarials; Humanitats; Estudis Xinesos
",https://youtu.be/0qH9ghsIsiA,,,,,,,,,,,,,,,
,"Chinese University of Hong Kong - Summer School
",22.4195827,114.2067604,http://www.summer.cuhk.edu.hk/,Hong Kong,Xina,Àsia-Pacífic,ESUP; FCCEE; Facultat de Ciències Polítiques; Facultat d'Humanitats,FALSE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121124620/Chinese+University+Hong+Kong.pdf/26da137d-d8b0-dbb5-3b8d-6ccac5a1f43a,2022-23,"ESUP, FCCEE, Facultat de Ciències Polítiques; Facultat d'Humanitats",,,,,,,,,,,,,,,,
CHNHONGKO02,City University of Hong Kong,22.3366793,114.1724234,http://www.cityu.edu.hk,Hong Kong,Xina,Àsia-Pacífic,"Ciències Econòmiques i Empresarials; Ciències Polítiques; Comunicació Audiovisual; Criminologia ; Humanitats
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121124620/City+University+of+Hong+Kong2.pdf/6aa98073-6e5c-f8bb-d6a8-fc7990878cd5?t=1714387925076,2026-27,Ciències Polítiques; Comunicació Audiovisual; Criminologia; Humanitats; Study Abroad,,,,,,,,,,,,,,,,
CHN999_REVISAR_3,East China University of Political Science and Law,31.224239,121.41823,"http://www.ecupl.edu.cn/english/main.htm
",Shanghai,Xina,Àsia-Pacífic,"Facultat de Ciènces Econòmiques i Empresarials; Ciències Polítiques; Grau FPE; Humanitats; Global Studies; ESUP; Medicina.
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121124620/East+China+University+of+Political+Science+and+Law.pdf/23626b35-1ec4-19ea-2cd1-cf611e80af1c?t=1683532389851,2026-27,Dret; Estudis Xinesos,,,,,,,,,,,,,,,,
CHNNANK01,Nankai University,39.1039443,117.1742232,http://study.nankai.edu.cn/,Tianjín,Xina,Àsia-Pacífic,"Global Studies

",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121124620/Nankai+University.pdf/f7892358-b9da-6ec2-01d2-7ebf06fc8ba4,2025-26,"Global Studies
",,,,,,,,,,,,,,,,
CHN999_REVISAR_4,Peking University,39.986913,116.3036852,http://english.pku.edu.cn/,Beijing,Xina,Àsia-Pacífic,"Periodisme; Biologia Humana; Humanitats; Global Studies; Ciències Polítiques i Socials; Filosofia, Política i Economia; Doble grau Dret/ECO-ADE; Llengües Aplicades; Traducció i Interpretació; Doble Grau en Traducció i Interpretació i Llengües Aplicades",TRUE,TRUE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121124620/Peking+University/ad353d58-3b21-306c-adda-cbe8c2b6a106,2025-26,"Periodisme; Biologia Humana; Humanitats; Global Studies; Ciències Polítiques i Socials; Filosofia, Política i Economia; Doble grau Dret/ECO-ADE; Lengües Aplicades; Traducció i Interpretació; Doble grau en Traducció i Interpretació i Llengües Aplicades",,,,,,,,,,,,,,,,
CHNBEIJING02,Renmin University of China,,,http://iso.ruc.edu.cn/ENGLISH/index.htm,,Xina,,,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121124620/Renmin+University+of+China.pdf/8a130198-7473-3818-b545-b5716b860a9f?t=1751024105138,2025-26,,,,,,,,,,,,,,,,,
CHNSHAN01,Shanghai University of Finance and Economics,31.306594,121.494038,http://www.sufe.edu.cn/structure/english/index,Shanghai,Xina,Àsia-Pacífic,"Ciències Econòmiques i Empresarials
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121124620/Shanghai+University+of+Finance+and+Economics.pdf/60f000ae-d534-c7be-b416-7613cc37493d?t=1681805969198,2026-27,Ciències Econòmiques i Empresarials,,,,,,,,,,,,,,,,
CHN999_REVISAR_5,The University of Hong Kong,22.2829989,114.1370848,http://www.hku.hk/,Hong Kong,Xina,Àsia-Pacífic,"Dret; Dret-Eco/Ade i la Facultat de Ciències Ecònomiques i empresarials
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121124620/The+University+of+Hong+Kong_Faculty+of+Law_2021.pdf/06810097-a8f7-b54f-b0df-e8d0c4589b9c,"2026-27 (diverses factsheet, consulteu la que us correspongui)",,https://www.fbe.hku.hk/multimedia-library/introduction-to-hku-business-school,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,
